donor_id,gender,age,income_bracket,employment_status,signup_channel,home_center_id,distance_to_center_km,first_donation_date
16271,M,48,100k+,student,referral,29,4.0,2024-08-13
16272,M,47,30-60k,student,online,19,5.19,2023-06-25
16273,F,51,30-60k,employed,walk-in,38,19.16,2024-11-27
16274,F,53,60-100k,employed,referral,3,10.64,2024-10-08
16275,M,22,60-100k,employed,online,10,10.74,2023-07-02
16276,F,42,60-100k,employed,walk-in,22,8.69,2023-05-14
16277,F,19,30-60k,retired,referral,1,9.03,2024-07-21
16278,M,27,100k+,unemployed,walk-in,14,13.96,2024-02-22
16279,M,41,60-100k,employed,walk-in,33,17.33,2023-03-31
16280,M,42,30-60k,employed,online,36,37.37,2023-09-07
16281,M,64,<30k,employed,walk-in,33,4.81,2024-01-27
16282,M,31,30-60k,employed,walk-in,8,5.35,2023-03-26
16283,F,39,60-100k,unemployed,online,38,8.95,2024-11-20
16284,F,34,60-100k,student,online,22,30.21,2024-07-31
16285,Other,62,30-60k,student,online,16,18.1,2024-10-24
16286,F,27,30-60k,employed,walk-in,25,15.25,2024-12-16
16287,M,23,30-60k,employed,online,16,1.89,2024-08-05
16288,M,53,<30k,employed,walk-in,12,11.56,2023-10-03
16289,F,47,100k+,unemployed,referral,13,28.22,2023-12-31
16290,F,40,<30k,student,walk-in,12,3.5,2023-09-28
16291,M,65,60-100k,student,online,12,4.84,2023-04-16
16292,M,68,<30k,employed,online,17,19.52,2023-10-09
16293,M,65,30-60k,employed,walk-in,8,2.89,2024-12-07
16294,F,39,30-60k,unemployed,walk-in,14,9.29,2024-11-21
16295,M,19,<30k,employed,referral,40,18.79,2024-06-11
16296,F,68,<30k,employed,walk-in,19,22.17,2024-06-14
16297,F,21,60-100k,student,walk-in,7,5.23,2024-02-13
16298,M,69,30-60k,unemployed,referral,16,12.34,2024-04-08
16299,F,37,<30k,employed,referral,24,21.74,2023-08-25
16300,M,20,<30k,employed,online,22,3.0,2023-12-02
16301,F,60,<30k,employed,online,38,18.59,2024-09-05
16302,F,43,30-60k,employed,walk-in,7,4.02,2024-05-10
16303,F,51,60-100k,retired,online,20,2.24,2023-10-17
16304,F,22,60-100k,employed,online,8,10.3,2023-03-13
16305,F,49,60-100k,employed,online,38,17.05,2023-11-25
16306,F,36,30-60k,employed,online,13,19.98,2024-11-08
16307,F,40,30-60k,employed,walk-in,26,4.21,2024-06-21
16308,F,45,100k+,employed,walk-in,26,3.54,2023-11-07
16309,F,59,30-60k,unemployed,online,21,5.52,2023-08-27
16310,F,48,30-60k,unemployed,online,17,12.72,2023-11-10
16311,M,41,100k+,employed,walk-in,38,7.64,2023-03-11
16312,M,65,60-100k,employed,walk-in,37,33.05,2024-10-10
16313,Other,55,30-60k,employed,online,24,8.23,2024-10-18
16314,M,43,<30k,student,walk-in,5,10.59,2023-10-12
16315,M,47,100k+,employed,walk-in,34,19.89,2023-02-14
16316,F,44,100k+,employed,online,16,3.69,2023-10-03
16317,M,57,100k+,employed,referral,20,8.09,2023-10-23
16318,M,52,30-60k,employed,online,25,17.07,2024-07-29
16319,M,56,30-60k,retired,walk-in,13,6.39,2023-05-25
16320,F,23,30-60k,employed,walk-in,4,4.74,2024-09-13
16321,F,37,<30k,retired,online,11,14.52,2023-08-05
16322,Other,53,100k+,unemployed,walk-in,7,2.42,2023-01-19
16323,M,60,30-60k,unemployed,walk-in,40,12.77,2023-07-09
16324,F,30,30-60k,employed,referral,35,3.6,2023-02-12
16325,M,59,<30k,student,online,25,9.62,2024-08-26
16326,Other,31,60-100k,employed,referral,26,13.58,2023-09-05
16327,M,22,60-100k,student,online,25,16.01,2024-06-05
16328,F,35,<30k,employed,walk-in,37,0.52,2023-06-07
16329,F,38,100k+,employed,walk-in,28,8.46,2024-03-09
16330,F,45,60-100k,employed,referral,19,10.92,2023-02-19
16331,M,69,60-100k,employed,referral,12,3.97,2023-11-05
16332,F,69,100k+,student,online,12,1.62,2024-08-07
16333,M,27,60-100k,employed,online,24,13.06,2023-09-08
16334,F,57,30-60k,retired,referral,5,9.91,2024-06-29
16335,M,58,<30k,retired,online,17,11.73,2023-07-23
16336,Other,56,30-60k,employed,online,17,24.28,2024-02-07
16337,F,28,30-60k,employed,online,40,1.82,2023-10-08
16338,F,42,30-60k,employed,walk-in,10,6.83,2023-01-18
16339,F,46,60-100k,employed,referral,25,7.28,2024-07-19
16340,M,28,30-60k,employed,walk-in,15,24.99,2024-01-16
16341,M,52,100k+,employed,online,29,20.84,2023-11-19
16342,M,68,60-100k,student,referral,7,2.82,2024-04-08
16343,Other,38,<30k,employed,online,26,12.67,2024-12-14
16344,M,58,60-100k,student,online,28,5.4,2023-12-23
16345,F,49,30-60k,employed,online,24,17.73,2024-08-30
16346,M,39,30-60k,employed,online,22,12.8,2023-06-18
16347,M,40,<30k,student,walk-in,5,9.65,2024-07-09
16348,F,48,100k+,employed,online,31,10.67,2023-12-06
16349,M,47,30-60k,student,online,30,8.64,2023-09-22
16350,F,48,30-60k,student,walk-in,23,3.74,2024-08-21
16351,Other,21,<30k,employed,online,12,19.27,2023-09-18
16352,M,23,<30k,employed,referral,8,10.65,2023-03-24
16353,M,30,<30k,unemployed,online,6,9.21,2024-03-09
16354,F,52,30-60k,student,walk-in,25,12.04,2023-01-27
16355,M,50,100k+,student,online,24,6.3,2023-12-17
16356,M,63,<30k,unemployed,walk-in,2,16.25,2024-04-24
16357,F,67,30-60k,unemployed,online,6,6.35,2024-11-08
16358,F,37,30-60k,employed,walk-in,29,10.98,2024-06-22
16359,F,49,30-60k,employed,walk-in,5,3.09,2023-11-05
16360,M,20,<30k,student,walk-in,2,4.97,2023-03-10
16361,F,42,<30k,employed,walk-in,16,9.9,2024-01-13
16362,F,52,30-60k,student,walk-in,30,1.39,2024-12-18
16363,M,39,<30k,employed,online,38,10.14,2023-01-22
16364,Other,65,100k+,retired,referral,12,6.36,2024-01-05
16365,M,30,30-60k,employed,walk-in,28,14.24,2023-07-31
16366,M,66,<30k,employed,online,3,0.79,2023-06-21
16367,M,65,30-60k,unemployed,online,23,16.24,2023-05-13
16368,F,22,100k+,employed,online,40,50.35,2023-09-02
16369,F,54,<30k,employed,online,25,9.65,2023-06-16
16370,F,41,30-60k,retired,online,11,13.85,2023-08-31
16371,M,50,60-100k,employed,referral,37,5.91,2024-09-23
16372,F,36,30-60k,employed,referral,23,6.54,2024-07-21
16373,F,28,<30k,employed,walk-in,10,13.38,2023-05-24
16374,M,52,60-100k,unemployed,online,21,14.26,2024-05-29
16375,M,21,<30k,unemployed,online,10,5.92,2023-02-16
16376,M,40,30-60k,employed,online,17,15.87,2024-03-29
16377,M,65,<30k,employed,online,12,4.9,2024-03-18
16378,M,53,60-100k,student,referral,10,7.09,2024-09-12
16379,F,34,30-60k,employed,online,11,8.33,2023-08-16
16380,M,31,<30k,student,online,24,13.81,2023-09-30
16381,M,43,<30k,student,walk-in,30,12.17,2023-10-21
16382,F,49,<30k,student,walk-in,11,15.36,2024-05-24
16383,F,32,30-60k,retired,online,15,18.42,2023-01-05
16384,M,35,30-60k,employed,walk-in,16,10.02,2023-12-03
16385,F,45,<30k,retired,online,21,10.17,2024-01-13
16386,M,63,30-60k,unemployed,referral,27,9.73,2023-07-02
16387,F,36,60-100k,student,referral,37,8.3,2023-02-12
16388,Other,37,100k+,employed,walk-in,11,11.0,2023-08-27
16389,F,22,60-100k,employed,referral,28,3.16,2023-10-01
16390,F,29,30-60k,employed,online,8,14.49,2023-01-17
16391,M,57,60-100k,employed,referral,31,8.05,2023-12-09
16392,M,21,<30k,employed,walk-in,26,4.92,2023-06-22
16393,F,31,30-60k,employed,walk-in,11,11.63,2024-03-13
16394,F,26,30-60k,employed,online,11,15.13,2023-05-19
16395,M,37,100k+,employed,referral,19,26.53,2023-01-28
16396,F,58,30-60k,unemployed,online,32,8.58,2024-12-09
16397,F,19,30-60k,employed,online,4,3.5,2023-04-13
16398,F,67,100k+,student,referral,21,3.36,2024-11-13
16399,F,34,<30k,employed,referral,18,4.09,2024-03-21
16400,F,57,60-100k,unemployed,walk-in,19,10.28,2024-01-24
16401,M,32,<30k,employed,online,24,9.22,2024-01-08
16402,F,55,30-60k,employed,walk-in,8,37.62,2023-10-06
16403,M,18,100k+,employed,referral,30,5.26,2024-03-17
16404,F,21,30-60k,employed,online,19,5.22,2024-09-02
16405,M,42,30-60k,employed,online,11,9.64,2023-06-04
16406,M,63,100k+,employed,online,27,14.83,2024-09-01
16407,M,53,60-100k,retired,online,15,9.82,2024-08-24
16408,F,20,30-60k,student,online,1,5.11,2024-01-16
16409,F,61,100k+,employed,online,23,14.43,2024-11-07
16410,F,68,100k+,employed,walk-in,3,6.05,2024-02-14
16411,F,30,<30k,employed,walk-in,16,4.68,2024-09-28
16412,M,61,<30k,employed,online,27,11.79,2024-07-19
16413,M,54,<30k,employed,online,4,14.26,2023-03-05
16414,F,43,100k+,employed,referral,31,5.11,2023-11-22
16415,F,66,60-100k,student,online,40,15.06,2023-02-27
16416,M,26,60-100k,employed,referral,21,8.35,2023-01-03
16417,Other,23,30-60k,employed,online,15,13.11,2023-09-23
16418,F,38,100k+,employed,online,37,1.93,2024-07-02
16419,F,49,30-60k,student,walk-in,38,14.82,2023-12-22
16420,F,41,60-100k,employed,online,32,2.72,2023-10-02
16421,F,42,60-100k,student,walk-in,9,16.14,2023-12-12
16422,M,23,30-60k,employed,walk-in,16,11.52,2023-06-06
16423,M,40,60-100k,retired,online,31,5.34,2024-01-23
16424,M,32,100k+,employed,walk-in,21,24.36,2023-01-15
16425,F,27,30-60k,employed,referral,35,8.8,2023-10-28
16426,F,31,60-100k,unemployed,online,4,5.97,2023-01-09
16427,M,38,60-100k,employed,online,35,11.53,2023-07-09
16428,M,47,30-60k,employed,online,29,7.21,2023-10-18
16429,F,19,30-60k,employed,online,23,33.93,2023-11-19
16430,F,18,30-60k,employed,walk-in,11,25.44,2023-10-20
16431,F,28,30-60k,student,referral,16,9.62,2023-10-29
16432,M,57,100k+,employed,online,3,7.8,2024-07-26
16433,F,31,60-100k,employed,walk-in,33,13.99,2023-04-12
16434,M,26,30-60k,unemployed,walk-in,13,9.38,2024-06-28
16435,M,51,60-100k,student,referral,32,19.37,2024-09-26
16436,F,31,100k+,employed,referral,15,5.5,2023-09-19
16437,M,24,60-100k,employed,referral,24,23.98,2023-06-06
16438,F,40,<30k,employed,online,9,6.57,2023-10-20
16439,M,26,60-100k,student,online,29,11.99,2023-11-09
16440,F,50,<30k,retired,online,34,8.11,2023-05-05
16441,M,19,60-100k,student,walk-in,4,4.34,2024-01-19
16442,F,42,100k+,student,referral,20,4.4,2023-04-02
16443,F,39,<30k,employed,walk-in,10,5.66,2024-09-16
16444,M,26,30-60k,employed,walk-in,39,8.34,2024-10-01
16445,F,67,100k+,employed,online,39,11.81,2023-12-03
16446,F,64,100k+,employed,online,18,1.64,2024-05-17
16447,Other,46,60-100k,unemployed,online,24,4.45,2024-06-05
16448,M,43,60-100k,retired,walk-in,28,2.96,2023-05-02
16449,F,52,30-60k,employed,walk-in,8,21.22,2024-11-15
16450,M,69,30-60k,employed,online,12,7.76,2024-02-26
16451,F,38,60-100k,employed,walk-in,17,7.0,2024-03-13
16452,M,66,<30k,unemployed,online,19,2.24,2024-08-14
16453,F,27,30-60k,employed,online,28,7.22,2023-07-26
16454,F,37,<30k,employed,online,30,7.44,2024-11-16
16455,F,51,100k+,unemployed,referral,13,4.53,2024-11-11
16456,M,29,60-100k,employed,online,36,13.49,2023-12-21
16457,F,51,30-60k,student,referral,27,6.43,2024-01-14
16458,M,21,<30k,employed,referral,17,3.25,2024-10-18
16459,M,67,<30k,employed,online,25,3.88,2024-10-14
16460,F,64,30-60k,student,online,9,5.37,2024-04-11
16461,M,60,30-60k,employed,walk-in,5,19.85,2023-11-13
16462,M,61,100k+,student,online,16,4.37,2023-10-06
16463,M,44,30-60k,employed,referral,33,14.73,2023-04-02
16464,F,49,30-60k,employed,online,36,5.77,2023-09-15
16465,F,30,30-60k,retired,referral,20,19.11,2023-06-28
16466,M,24,<30k,student,walk-in,23,3.86,2023-07-27
16467,F,56,100k+,unemployed,walk-in,28,3.73,2024-03-20
16468,M,56,30-60k,student,online,37,10.1,2024-01-25
16469,F,18,30-60k,student,referral,22,10.13,2024-07-27
16470,F,39,<30k,student,online,19,8.66,2024-10-13
16471,F,63,30-60k,employed,online,7,26.54,2023-12-20
16472,F,42,<30k,retired,referral,3,10.34,2023-04-27
16473,M,24,<30k,employed,online,7,6.5,2024-05-09
16474,F,39,30-60k,employed,referral,12,17.3,2024-10-08
16475,M,24,60-100k,employed,walk-in,19,6.35,2023-03-04
16476,M,60,30-60k,employed,walk-in,33,18.37,2023-04-19
16477,M,18,<30k,employed,online,12,9.97,2024-02-07
16478,M,43,30-60k,unemployed,walk-in,40,5.06,2024-07-02
16479,F,39,100k+,student,online,29,8.09,2023-03-16
16480,F,56,<30k,employed,online,40,21.69,2023-11-09
16481,F,23,<30k,student,online,38,3.34,2023-06-04
16482,M,44,30-60k,unemployed,referral,23,13.06,2024-06-04
16483,F,67,100k+,employed,walk-in,19,19.67,2024-12-31
16484,M,18,30-60k,student,referral,23,6.62,2023-09-12
16485,M,22,30-60k,student,online,12,3.2,2024-11-30
16486,M,47,<30k,unemployed,walk-in,19,12.88,2023-08-10
16487,M,68,30-60k,student,online,3,5.41,2024-06-11
16488,M,34,60-100k,retired,walk-in,30,13.68,2024-02-27
16489,F,50,30-60k,unemployed,walk-in,39,14.61,2024-04-10
16490,M,62,30-60k,student,walk-in,40,0.98,2023-11-26
16491,M,68,<30k,unemployed,online,17,3.42,2024-04-27
16492,F,50,100k+,employed,walk-in,39,3.12,2023-08-09
16493,F,40,<30k,unemployed,walk-in,24,9.06,2024-10-10
16494,M,57,30-60k,retired,walk-in,8,2.84,2024-01-19
16495,Other,49,30-60k,employed,online,33,27.24,2024-10-15
16496,M,68,100k+,employed,referral,6,15.03,2023-02-14
16497,F,56,100k+,employed,walk-in,22,21.07,2024-10-21
16498,F,50,30-60k,employed,online,36,4.54,2023-01-23
16499,F,53,30-60k,employed,walk-in,22,4.94,2023-02-12
16500,Other,57,60-100k,student,walk-in,13,7.41,2024-07-09
16501,M,54,30-60k,employed,walk-in,13,9.75,2023-01-29
16502,F,55,60-100k,student,online,26,13.57,2024-09-10
16503,M,53,30-60k,employed,walk-in,16,7.55,2024-05-08
16504,M,40,30-60k,student,referral,40,11.77,2024-05-22
16505,F,25,30-60k,retired,walk-in,30,13.13,2023-02-19
16506,F,26,60-100k,unemployed,walk-in,4,21.0,2023-07-15
16507,M,63,60-100k,employed,walk-in,37,1.76,2024-12-19
16508,F,28,<30k,employed,online,36,8.95,2024-07-08
16509,M,32,30-60k,employed,online,4,3.51,2024-05-19
16510,M,50,<30k,employed,referral,23,7.73,2023-06-11
16511,F,42,60-100k,unemployed,online,32,9.09,2023-03-29
16512,F,50,30-60k,student,online,9,8.69,2024-08-18
16513,M,27,60-100k,employed,walk-in,26,3.4,2024-08-04
16514,M,39,30-60k,employed,walk-in,6,2.54,2023-03-02
16515,F,62,100k+,retired,walk-in,21,2.95,2024-11-12
16516,F,48,100k+,student,online,8,21.17,2024-11-19
16517,Other,55,<30k,employed,referral,36,6.56,2024-03-16
16518,F,21,60-100k,employed,online,16,10.45,2024-03-30
16519,F,68,30-60k,employed,online,11,13.52,2024-09-12
16520,M,59,60-100k,employed,online,10,5.64,2023-07-27
16521,Other,18,30-60k,employed,online,33,5.57,2024-03-29
16522,M,34,30-60k,retired,referral,2,3.49,2023-11-25
16523,F,25,60-100k,retired,walk-in,22,24.63,2024-06-18
16524,F,53,<30k,unemployed,online,12,4.33,2023-11-14
16525,M,58,60-100k,student,online,38,14.67,2023-11-17
16526,M,64,<30k,unemployed,online,39,3.73,2024-05-07
16527,M,27,<30k,student,online,6,14.06,2023-10-11
16528,Other,39,100k+,employed,online,33,9.17,2024-02-06
16529,M,69,60-100k,student,online,28,24.97,2024-02-24
16530,F,33,30-60k,student,online,18,0.83,2023-02-27
16531,F,54,<30k,employed,online,38,6.52,2024-08-14
16532,F,28,30-60k,employed,walk-in,7,12.09,2024-06-24
16533,F,21,30-60k,employed,walk-in,15,8.98,2024-01-17
16534,F,48,30-60k,employed,referral,28,1.09,2023-04-22
16535,F,45,<30k,employed,online,27,20.89,2024-12-13
16536,M,63,100k+,employed,online,23,9.92,2023-07-23
16537,F,57,30-60k,student,walk-in,10,4.8,2024-10-17
16538,F,44,100k+,employed,online,34,8.56,2023-02-24
16539,M,41,100k+,employed,online,22,2.6,2024-12-17
16540,M,20,<30k,student,online,12,6.93,2023-08-03
16541,M,19,60-100k,retired,online,21,11.69,2023-07-24
16542,M,40,60-100k,employed,walk-in,35,1.92,2024-04-08
16543,M,61,60-100k,employed,walk-in,16,18.22,2024-02-19
16544,M,36,60-100k,unemployed,online,22,7.99,2024-10-23
16545,M,22,<30k,student,online,28,14.52,2024-05-20
16546,F,25,60-100k,employed,walk-in,10,29.09,2023-05-08
16547,M,43,<30k,employed,referral,28,6.83,2024-02-20
16548,F,60,<30k,employed,online,23,19.45,2023-02-10
16549,F,59,60-100k,employed,online,7,10.16,2023-01-07
16550,M,18,30-60k,student,online,22,3.09,2023-08-03
16551,M,62,<30k,unemployed,online,27,12.37,2024-12-09
16552,Other,23,<30k,retired,walk-in,34,13.73,2024-04-10
16553,M,28,60-100k,student,walk-in,14,7.28,2023-01-18
16554,F,60,30-60k,employed,online,18,2.0,2023-04-15
16555,M,56,60-100k,employed,online,2,2.51,2023-08-08
16556,Other,19,30-60k,employed,walk-in,3,0.53,2023-04-11
16557,M,54,<30k,student,online,19,11.52,2024-04-25
16558,M,63,100k+,student,online,16,16.27,2023-04-13
16559,M,40,100k+,employed,online,7,18.02,2024-06-03
16560,M,23,100k+,employed,walk-in,2,2.47,2024-05-29
16561,M,59,30-60k,employed,online,15,23.88,2023-10-16
16562,F,50,60-100k,employed,online,15,23.86,2024-03-31
16563,F,18,30-60k,employed,online,20,3.86,2023-02-12
16564,F,36,30-60k,employed,walk-in,10,6.85,2024-12-13
16565,M,57,60-100k,employed,walk-in,8,1.63,2023-12-25
16566,F,23,30-60k,employed,referral,4,13.43,2023-09-04
16567,F,20,30-60k,employed,referral,22,7.04,2023-01-09
16568,M,69,60-100k,student,walk-in,35,6.31,2024-10-31
16569,F,51,<30k,employed,online,28,7.06,2024-02-29
16570,M,68,<30k,employed,online,13,19.54,2023-11-23
16571,M,32,<30k,employed,online,1,10.71,2024-03-18
16572,M,34,100k+,employed,walk-in,38,3.32,2024-09-22
16573,M,33,60-100k,employed,online,11,6.33,2023-01-11
16574,F,62,60-100k,student,walk-in,40,10.63,2023-12-10
16575,M,49,<30k,employed,online,20,9.18,2024-01-26
16576,F,34,100k+,student,referral,27,9.8,2024-05-05
16577,M,32,30-60k,unemployed,walk-in,24,8.83,2023-07-21
16578,F,62,60-100k,employed,referral,25,14.58,2024-08-19
16579,F,55,<30k,employed,online,18,7.32,2024-12-03
16580,F,40,100k+,employed,referral,15,1.49,2023-02-22
16581,F,24,<30k,employed,walk-in,5,16.81,2023-05-16
16582,F,32,<30k,unemployed,online,24,6.65,2023-04-20
16583,F,21,<30k,unemployed,referral,2,15.3,2023-07-01
16584,F,59,100k+,student,online,30,1.97,2024-04-27
16585,F,27,60-100k,student,walk-in,16,13.56,2023-12-12
16586,F,53,60-100k,employed,walk-in,23,16.84,2023-05-24
16587,F,38,60-100k,retired,referral,20,8.29,2024-11-09
16588,M,45,30-60k,employed,referral,6,3.94,2023-07-04
16589,F,36,<30k,employed,referral,28,6.67,2024-11-06
16590,M,59,100k+,student,referral,5,4.78,2024-07-02
16591,F,25,30-60k,employed,walk-in,14,19.74,2023-10-30
16592,F,57,60-100k,student,walk-in,24,6.05,2024-09-29
16593,F,41,60-100k,employed,online,28,3.59,2024-02-25
16594,M,61,60-100k,unemployed,walk-in,40,3.18,2024-02-27
16595,F,54,<30k,student,walk-in,23,3.24,2023-04-01
16596,M,51,30-60k,employed,online,22,8.44,2023-09-17
16597,F,27,<30k,employed,referral,14,14.79,2024-07-17
16598,M,52,<30k,employed,online,40,2.92,2023-10-15
16599,F,57,30-60k,student,online,24,7.42,2023-11-25
16600,M,53,30-60k,unemployed,online,4,12.23,2024-02-13
16601,M,42,60-100k,unemployed,walk-in,34,29.88,2024-06-15
16602,F,22,60-100k,unemployed,referral,10,11.94,2024-07-28
16603,F,40,100k+,employed,online,26,11.41,2023-11-28
16604,M,66,60-100k,student,online,2,2.78,2023-09-01
16605,Other,46,30-60k,retired,online,24,7.4,2023-03-13
16606,M,21,30-60k,unemployed,online,19,21.9,2023-04-06
16607,F,21,<30k,employed,referral,31,22.07,2024-06-07
16608,M,60,30-60k,employed,walk-in,38,11.0,2023-06-02
16609,M,65,60-100k,retired,referral,22,5.46,2024-06-20
16610,F,46,60-100k,employed,walk-in,2,11.93,2023-02-17
16611,F,19,<30k,employed,walk-in,2,21.1,2024-01-11
16612,M,23,100k+,employed,walk-in,21,7.19,2023-04-26
16613,M,60,60-100k,employed,walk-in,36,14.32,2023-11-20
16614,F,50,100k+,student,online,30,26.53,2023-12-04
16615,M,51,60-100k,employed,online,22,6.42,2023-06-16
16616,F,24,30-60k,employed,referral,39,5.96,2023-11-25
16617,F,64,<30k,retired,referral,18,5.55,2024-12-10
16618,M,65,<30k,employed,walk-in,25,4.77,2023-04-17
16619,F,42,60-100k,employed,online,5,16.22,2023-10-02
16620,M,57,100k+,employed,walk-in,29,3.68,2023-03-20
16621,F,25,100k+,student,online,27,2.03,2023-06-07
16622,F,52,<30k,employed,referral,7,6.41,2023-12-26
16623,F,36,60-100k,unemployed,online,2,13.93,2023-02-23
16624,M,27,<30k,student,online,18,4.17,2023-02-27
16625,F,63,30-60k,student,online,1,8.44,2024-06-06
16626,M,59,30-60k,student,referral,9,8.67,2024-11-12
16627,M,55,60-100k,employed,referral,4,6.09,2023-02-21
16628,F,22,<30k,employed,online,32,9.27,2023-12-30
16629,F,67,30-60k,unemployed,online,31,5.17,2023-08-17
16630,M,42,60-100k,employed,walk-in,30,15.57,2024-05-27
16631,F,62,100k+,unemployed,referral,1,2.88,2024-06-04
16632,M,53,<30k,employed,walk-in,22,42.71,2024-09-02
16633,F,65,30-60k,student,walk-in,31,0.66,2024-07-25
16634,F,51,30-60k,employed,online,35,13.19,2024-05-04
16635,M,67,30-60k,retired,online,17,3.61,2023-08-21
16636,M,58,<30k,employed,online,4,2.47,2024-03-08
16637,F,66,60-100k,employed,walk-in,31,11.91,2023-12-29
16638,Other,64,30-60k,employed,walk-in,4,1.46,2023-01-29
16639,Other,36,<30k,unemployed,online,26,1.35,2024-02-14
16640,M,59,<30k,employed,online,13,4.43,2023-04-18
16641,M,18,60-100k,student,walk-in,22,26.59,2024-11-16
16642,M,60,100k+,employed,walk-in,15,6.35,2024-02-29
16643,F,64,30-60k,unemployed,referral,24,11.25,2024-03-18
16644,F,18,<30k,employed,walk-in,18,13.33,2024-03-07
16645,F,23,30-60k,unemployed,referral,26,8.5,2023-06-03
16646,F,61,100k+,employed,online,15,5.0,2024-01-30
16647,M,66,60-100k,employed,online,3,2.76,2024-03-18
16648,F,33,<30k,student,online,23,8.92,2024-07-23
16649,F,22,60-100k,student,online,23,13.25,2023-06-12
16650,M,50,30-60k,employed,online,38,7.56,2024-07-09
16651,F,61,60-100k,retired,online,24,7.68,2023-07-07
16652,F,32,<30k,retired,referral,16,3.73,2023-04-15
16653,F,51,<30k,employed,referral,24,7.25,2023-07-03
16654,M,45,30-60k,employed,referral,35,13.07,2024-03-11
16655,F,52,60-100k,unemployed,walk-in,1,12.63,2023-04-07
16656,Other,32,<30k,employed,referral,5,19.71,2023-03-31
16657,M,41,30-60k,employed,referral,11,18.43,2023-02-19
16658,M,63,30-60k,employed,online,15,10.18,2023-10-10
16659,M,69,30-60k,employed,online,12,8.26,2024-01-13
16660,F,43,30-60k,employed,online,11,7.3,2024-05-28
16661,F,41,60-100k,employed,online,37,27.68,2023-06-15
16662,F,38,30-60k,employed,referral,9,3.08,2023-01-12
16663,M,54,60-100k,employed,online,16,9.01,2023-06-08
16664,F,51,60-100k,student,referral,3,5.3,2024-06-06
16665,F,18,60-100k,student,online,4,7.48,2023-05-11
16666,F,67,30-60k,employed,online,30,6.26,2024-11-09
16667,F,46,30-60k,employed,referral,23,23.95,2023-07-06
16668,M,35,100k+,unemployed,online,10,4.64,2023-04-29
16669,M,23,<30k,student,online,23,12.67,2024-03-04
16670,F,52,60-100k,employed,online,4,3.06,2024-01-11
16671,M,25,30-60k,unemployed,referral,26,3.95,2024-09-13
16672,F,38,60-100k,student,referral,38,12.47,2023-03-08
16673,M,30,<30k,unemployed,online,33,1.2,2024-03-21
16674,F,35,<30k,retired,walk-in,20,6.26,2023-02-08
16675,Other,61,30-60k,employed,walk-in,39,11.62,2023-07-03
16676,M,67,30-60k,retired,walk-in,13,5.5,2024-11-30
16677,F,68,30-60k,employed,online,6,13.87,2023-10-10
16678,M,27,<30k,student,online,40,20.82,2024-04-04
16679,M,38,100k+,student,walk-in,32,15.58,2024-09-07
16680,F,18,<30k,student,online,27,1.25,2023-04-01
16681,F,56,60-100k,unemployed,online,28,9.17,2023-06-12
16682,M,42,100k+,employed,walk-in,34,8.42,2024-03-23
16683,F,48,<30k,employed,referral,25,24.96,2024-01-28
16684,M,33,100k+,unemployed,online,26,10.35,2023-01-12
16685,Other,30,60-100k,employed,walk-in,40,2.07,2023-05-20
16686,M,51,30-60k,employed,walk-in,21,27.73,2023-04-26
16687,F,19,30-60k,student,walk-in,27,4.12,2024-03-02
16688,Other,27,100k+,unemployed,online,10,4.04,2023-01-25
16689,F,32,60-100k,retired,walk-in,17,11.28,2023-07-23
16690,M,46,100k+,employed,online,38,7.47,2023-05-25
16691,M,23,30-60k,employed,referral,22,14.86,2024-11-17
16692,M,56,30-60k,retired,referral,6,4.77,2024-05-16
16693,F,34,30-60k,employed,walk-in,6,4.06,2023-02-14
16694,M,60,30-60k,retired,online,9,10.3,2023-05-24
16695,M,50,30-60k,student,online,36,11.61,2023-05-10
16696,F,41,30-60k,employed,walk-in,35,9.98,2023-11-12
16697,F,39,100k+,unemployed,walk-in,9,4.6,2024-04-20
16698,F,68,30-60k,student,referral,18,2.95,2023-11-26
16699,M,63,30-60k,retired,online,37,17.18,2023-09-08
16700,M,65,30-60k,employed,online,28,3.21,2023-10-01
16701,M,69,60-100k,student,online,13,9.98,2024-10-04
16702,M,66,<30k,employed,online,3,15.33,2024-04-28
16703,M,25,60-100k,student,walk-in,40,11.18,2024-06-21
16704,F,45,100k+,employed,online,11,6.78,2023-04-20
16705,F,37,30-60k,employed,online,39,13.9,2024-11-12
16706,M,33,30-60k,student,walk-in,4,14.31,2023-11-23
16707,F,31,<30k,unemployed,walk-in,18,18.48,2024-02-10
16708,F,50,30-60k,student,walk-in,1,11.4,2024-06-19
16709,F,64,60-100k,employed,walk-in,3,8.35,2024-01-17
16710,M,18,<30k,employed,walk-in,5,2.65,2024-04-20
16711,M,61,30-60k,employed,referral,17,6.78,2024-06-13
16712,Other,31,100k+,employed,online,34,3.28,2023-01-05
16713,F,37,30-60k,employed,online,14,6.12,2023-06-28
16714,F,47,100k+,student,walk-in,9,0.63,2024-10-20
16715,F,23,100k+,retired,online,22,3.27,2024-09-16
16716,M,26,<30k,employed,online,32,24.35,2024-06-08
16717,F,45,60-100k,retired,walk-in,30,4.46,2024-10-29
16718,M,38,60-100k,student,online,36,2.55,2023-05-04
16719,M,52,30-60k,unemployed,online,32,6.71,2024-11-13
16720,M,26,60-100k,employed,walk-in,40,3.18,2023-05-16
16721,F,23,100k+,employed,online,3,2.4,2024-04-02
