date,year,month,day,week,quarter,is_weekend,is_holiday
2024-09-26,2024,9,26,39,3,0,0
2024-09-27,2024,9,27,39,3,0,0
2024-09-28,2024,9,28,39,3,1,0
2024-09-29,2024,9,29,39,3,1,0
2024-09-30,2024,9,30,40,3,0,0
2024-10-01,2024,10,1,40,4,0,0
2024-10-02,2024,10,2,40,4,0,0
2024-10-03,2024,10,3,40,4,0,0
2024-10-04,2024,10,4,40,4,0,0
2024-10-05,2024,10,5,40,4,1,0
2024-10-06,2024,10,6,40,4,1,0
2024-10-07,2024,10,7,41,4,0,0
2024-10-08,2024,10,8,41,4,0,0
2024-10-09,2024,10,9,41,4,0,0
2024-10-10,2024,10,10,41,4,0,0
2024-10-11,2024,10,11,41,4,0,0
2024-10-12,2024,10,12,41,4,1,0
2024-10-13,2024,10,13,41,4,1,0
2024-10-14,2024,10,14,42,4,0,0
2024-10-15,2024,10,15,42,4,0,0
2024-10-16,2024,10,16,42,4,0,0
2024-10-17,2024,10,17,42,4,0,0
2024-10-18,2024,10,18,42,4,0,0
2024-10-19,2024,10,19,42,4,1,0
2024-10-20,2024,10,20,42,4,1,0
2024-10-21,2024,10,21,43,4,0,0
2024-10-22,2024,10,22,43,4,0,0
2024-10-23,2024,10,23,43,4,0,0
2024-10-24,2024,10,24,43,4,0,0
2024-10-25,2024,10,25,43,4,0,0
2024-10-26,2024,10,26,43,4,1,0
2024-10-27,2024,10,27,43,4,1,0
2024-10-28,2024,10,28,44,4,0,0
2024-10-29,2024,10,29,44,4,0,0
2024-10-30,2024,10,30,44,4,0,0
2024-10-31,2024,10,31,44,4,0,0
2024-11-01,2024,11,1,44,4,0,0
2024-11-02,2024,11,2,44,4,1,0
2024-11-03,2024,11,3,44,4,1,0
2024-11-04,2024,11,4,45,4,0,0
2024-11-05,2024,11,5,45,4,0,0
2024-11-06,2024,11,6,45,4,0,0
2024-11-07,2024,11,7,45,4,0,0
2024-11-08,2024,11,8,45,4,0,0
2024-11-09,2024,11,9,45,4,1,0
2024-11-10,2024,11,10,45,4,1,0
2024-11-11,2024,11,11,46,4,0,0
2024-11-12,2024,11,12,46,4,0,0
2024-11-13,2024,11,13,46,4,0,0
2024-11-14,2024,11,14,46,4,0,0
2024-11-15,2024,11,15,46,4,0,0
2024-11-16,2024,11,16,46,4,1,0
2024-11-17,2024,11,17,46,4,1,0
2024-11-18,2024,11,18,47,4,0,0
2024-11-19,2024,11,19,47,4,0,0
2024-11-20,2024,11,20,47,4,0,0
2024-11-21,2024,11,21,47,4,0,0
2024-11-22,2024,11,22,47,4,0,0
2024-11-23,2024,11,23,47,4,1,0
2024-11-24,2024,11,24,47,4,1,0
2024-11-25,2024,11,25,48,4,0,0
2024-11-26,2024,11,26,48,4,0,0
2024-11-27,2024,11,27,48,4,0,0
2024-11-28,2024,11,28,48,4,0,0
2024-11-29,2024,11,29,48,4,0,0
2024-11-30,2024,11,30,48,4,1,0
2024-12-01,2024,12,1,48,4,1,0
2024-12-02,2024,12,2,49,4,0,0
2024-12-03,2024,12,3,49,4,0,0
2024-12-04,2024,12,4,49,4,0,0
2024-12-05,2024,12,5,49,4,0,0
2024-12-06,2024,12,6,49,4,0,0
2024-12-07,2024,12,7,49,4,1,0
2024-12-08,2024,12,8,49,4,1,0
2024-12-09,2024,12,9,50,4,0,0
2024-12-10,2024,12,10,50,4,0,0
2024-12-11,2024,12,11,50,4,0,0
2024-12-12,2024,12,12,50,4,0,0
2024-12-13,2024,12,13,50,4,0,0
2024-12-14,2024,12,14,50,4,1,0
2024-12-15,2024,12,15,50,4,1,0
2024-12-16,2024,12,16,51,4,0,0
2024-12-17,2024,12,17,51,4,0,0
2024-12-18,2024,12,18,51,4,0,0
2024-12-19,2024,12,19,51,4,0,0
2024-12-20,2024,12,20,51,4,0,0
2024-12-21,2024,12,21,51,4,1,0
2024-12-22,2024,12,22,51,4,1,0
2024-12-23,2024,12,23,52,4,0,0
2024-12-24,2024,12,24,52,4,0,0
2024-12-25,2024,12,25,52,4,0,1
2024-12-26,2024,12,26,52,4,0,0
2024-12-27,2024,12,27,52,4,0,0
2024-12-28,2024,12,28,52,4,1,0
2024-12-29,2024,12,29,52,4,1,0
2024-12-30,2024,12,30,1,4,0,0
2024-12-31,2024,12,31,1,4,0,0
